From	To	Species	Gene Name
ENSG00000119950	NM_130439	Homo sapiens	MAX interactor 1
ENSG00000119950	NM_001008541	Homo sapiens	MAX interactor 1
ENSG00000119950	NM_005962	Homo sapiens	MAX interactor 1
ENSG00000184517	NM_153688	Homo sapiens	zinc finger protein 1 homolog (mouse)
ENSG00000187786	NM_001008271	Homo sapiens	scleraxis homolog A (mouse); scleraxis homolog B (mouse)
ENSG00000187786	NM_001080514	Homo sapiens	scleraxis homolog A (mouse); scleraxis homolog B (mouse)
ENSG00000143365	NM_005060	Homo sapiens	RAR-related orphan receptor C
ENSG00000143365	NM_001001523	Homo sapiens	RAR-related orphan receptor C
ENSG00000175727	NM_014938	Homo sapiens	MLX interacting protein
ENSG00000105698	NM_003367	Homo sapiens	upstream transcription factor 2, c-fos interacting
ENSG00000105698	NM_207291	Homo sapiens	upstream transcription factor 2, c-fos interacting
ENSG00000131115	NM_182490	Homo sapiens	zinc finger protein 227
ENSG00000143578	NM_130898	Homo sapiens	cAMP responsive element binding protein 3-like 4
ENSG00000198298	NM_145312	Homo sapiens	zinc finger protein 485
ENSG00000188283	NM_152604	Homo sapiens	zinc finger protein 383
ENSG00000006047	NM_015982	Homo sapiens	Y box binding protein 2
ENSG00000161940	NM_181844	Homo sapiens	B-cell CLL/lymphoma 6, member B (zinc finger protein)
ENSG00000106511	NM_005924	Homo sapiens	mesenchyme homeobox 2
ENSG00000116819	NM_178548	Homo sapiens	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)
ENSG00000162924	NM_002908	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog (avian)
ENSG00000041988	NM_138350	Homo sapiens	THAP domain containing, apoptosis associated protein 3
ENSG00000178338	NM_058230	Homo sapiens	zinc finger protein 354B
ENSG00000186660	NM_053023	Homo sapiens	zinc finger protein 91 homolog (mouse); ZFP91-CNTF readthrough transcript; ciliary neurotrophic factor
ENSG00000186660	NM_000614	Homo sapiens	zinc finger protein 91 homolog (mouse); ZFP91-CNTF readthrough transcript; ciliary neurotrophic factor
ENSG00000165259	NM_144657	Homo sapiens	highly divergent homeobox
ENSG00000168874	NM_032827	Homo sapiens	atonal homolog 8 (Drosophila)
ENSG00000057935	NM_020744	Homo sapiens	metastasis associated 1 family, member 3
ENSG00000168875	NM_004189	Homo sapiens	SRY (sex determining region Y)-box 14
ENSG00000176024	NM_024840	Homo sapiens	zinc finger protein 613
ENSG00000176024	NM_001031721	Homo sapiens	zinc finger protein 613
ENSG00000143379	NM_012432	Homo sapiens	SET domain, bifurcated 1
ENSG00000143379	NM_001145415	Homo sapiens	SET domain, bifurcated 1
ENSG00000164916	NM_001037165	Homo sapiens	forkhead box K1
ENSG00000143171	NM_006917	Homo sapiens	retinoid X receptor, gamma
ENSG00000143171	NM_001009598	Homo sapiens	retinoid X receptor, gamma
ENSG00000171606	NM_016325	Homo sapiens	zinc finger protein 274
ENSG00000171606	NM_016324	Homo sapiens	zinc finger protein 274
ENSG00000171606	NM_133502	Homo sapiens	zinc finger protein 274
ENSG00000005513	NM_014587	Homo sapiens	SRY (sex determining region Y)-box 8
ENSG00000152475	NM_138466	Homo sapiens	zinc finger protein 837
ENSG00000152475	NM_001129730	Homo sapiens	zinc finger protein 837
ENSG00000187792	NM_021916	Homo sapiens	zinc finger protein 70
ENSG00000143373	NM_020832	Homo sapiens	zinc finger protein 687
ENSG00000172888	NM_198484	Homo sapiens	zinc finger protein 621
ENSG00000172888	NM_001098414	Homo sapiens	zinc finger protein 621
ENSG00000165244	NM_153695	Homo sapiens	zinc finger protein 367
ENSG00000115568	NM_005081	Homo sapiens	zinc finger protein 142
ENSG00000115568	NM_001105537	Homo sapiens	zinc finger protein 142
ENSG00000143178	NM_005149	Homo sapiens	T-box 19
ENSG00000196700	NM_020713	Homo sapiens	zinc finger protein 512B
ENSG00000095794	NM_182719	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182717	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182770	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182718	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182772	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182771	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_183013	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_183012	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_183011	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182769	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_001881	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_181571	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182723	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182853	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182722	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182850	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182725	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182724	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_183060	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182721	Homo sapiens	cAMP responsive element modulator
ENSG00000095794	NM_182720	Homo sapiens	cAMP responsive element modulator
ENSG00000188686	NM_001008271	Homo sapiens	scleraxis homolog A (mouse); scleraxis homolog B (mouse)
ENSG00000188686	NM_001080514	Homo sapiens	scleraxis homolog A (mouse); scleraxis homolog B (mouse)
ENSG00000077150	NM_001077493	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
ENSG00000077150	NM_001077494	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
ENSG00000077150	NM_002502	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
ENSG00000126003	NM_002657	Homo sapiens	pleiomorphic adenoma gene-like 2; similar to pleiomorphic adenoma gene-like 2
ENSG00000176222	NM_001033719	Homo sapiens	zinc finger protein 404
ENSG00000164920	NM_001142462	Homo sapiens	odd-skipped related 2 (Drosophila)
ENSG00000164920	NM_053001	Homo sapiens	odd-skipped related 2 (Drosophila)
ENSG00000185869	NM_001037232	Homo sapiens	zinc finger protein 829
ENSG00000185869	NM_001171979	Homo sapiens	zinc finger protein 829
ENSG00000111783	NM_002920	Homo sapiens	regulatory factor X, 4 (influences HLA class II expression)
ENSG00000111783	NM_213594	Homo sapiens	regulatory factor X, 4 (influences HLA class II expression)
ENSG00000111783	NM_032491	Homo sapiens	regulatory factor X, 4 (influences HLA class II expression)
ENSG00000196132	NM_004535	Homo sapiens	myelin transcription factor 1
ENSG00000053254	NM_005197	Homo sapiens	forkhead box N3
ENSG00000053254	NM_001085471	Homo sapiens	forkhead box N3
ENSG00000069667	NM_134262	Homo sapiens	RAR-related orphan receptor A
ENSG00000069667	NM_002943	Homo sapiens	RAR-related orphan receptor A
ENSG00000069667	NM_134260	Homo sapiens	RAR-related orphan receptor A
ENSG00000069667	NM_134261	Homo sapiens	RAR-related orphan receptor A
ENSG00000119725	NM_021188	Homo sapiens	zinc finger protein 410
ENSG00000112837	NM_001080508	Homo sapiens	T-box 18
ENSG00000133937	NM_173849	Homo sapiens	goosecoid homeobox
ENSG00000124782	NM_001003699	Homo sapiens	ras responsive element binding protein 1
ENSG00000124782	NM_001168344	Homo sapiens	ras responsive element binding protein 1
ENSG00000124782	NM_001003700	Homo sapiens	ras responsive element binding protein 1
ENSG00000124782	NM_001003698	Homo sapiens	ras responsive element binding protein 1
ENSG00000124191	NM_001098798	Homo sapiens	TOX high mobility group box family member 2
ENSG00000124191	NM_001098797	Homo sapiens	TOX high mobility group box family member 2
ENSG00000124191	NM_001098796	Homo sapiens	TOX high mobility group box family member 2
ENSG00000124191	NM_032883	Homo sapiens	TOX high mobility group box family member 2
ENSG00000168610	NM_213662	Homo sapiens	signal transducer and activator of transcription 3 (acute-phase response factor)
ENSG00000168610	NM_003150	Homo sapiens	signal transducer and activator of transcription 3 (acute-phase response factor)
ENSG00000168610	NM_139276	Homo sapiens	signal transducer and activator of transcription 3 (acute-phase response factor)
ENSG00000175197	NM_004083	Homo sapiens	DNA-damage-inducible transcript 3
ENSG00000117318	NM_002167	Homo sapiens	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
ENSG00000172466	NM_006965	Homo sapiens	zinc finger protein 24
ENSG00000170689	NM_024017	Homo sapiens	homeobox B9
ENSG00000213297	NM_145233	Homo sapiens	zinc finger protein 625
ENSG00000167771	NM_173587	Homo sapiens	REST corepressor 2
ENSG00000166526	NM_032924	Homo sapiens	zinc finger protein 3
ENSG00000166526	NM_017715	Homo sapiens	zinc finger protein 3
ENSG00000175550	NM_006442	Homo sapiens	DR1-associated protein 1 (negative cofactor 2 alpha)
ENSG00000118689	NM_201559	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000118689	NM_001455	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000188227	NM_001013659	Homo sapiens	zinc finger protein 793
ENSG00000117595	NM_006147	Homo sapiens	interferon regulatory factor 6
ENSG00000166529	NM_145914	Homo sapiens	zinc finger and SCAN domain containing 21
ENSG00000213015	NM_207115	Homo sapiens	zinc finger protein 580
ENSG00000213015	NM_016202	Homo sapiens	zinc finger protein 580
ENSG00000213015	NM_001163423	Homo sapiens	zinc finger protein 580
ENSG00000172468	NM_152584	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
ENSG00000172468	NM_033108	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
ENSG00000172468	NM_001001877	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
ENSG00000172468	NM_153716	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
ENSG00000125846	NM_003434	Homo sapiens	zinc finger protein 133
ENSG00000125846	NM_001083330	Homo sapiens	zinc finger protein 133
ENSG00000213020	NM_030972	Homo sapiens	zinc finger protein 611
ENSG00000213020	NM_001161500	Homo sapiens	zinc finger protein 611
ENSG00000213020	NM_001161501	Homo sapiens	zinc finger protein 611
ENSG00000213020	NM_001161499	Homo sapiens	zinc finger protein 611
ENSG00000204304	NM_002586	Homo sapiens	pre-B-cell leukemia homeobox 2
ENSG00000073614	NM_005056	Homo sapiens	lysine (K)-specific demethylase 5A
ENSG00000073614	NM_001042603	Homo sapiens	lysine (K)-specific demethylase 5A
ENSG00000164651	NM_198956	Homo sapiens	Sp8 transcription factor
ENSG00000164651	NM_182700	Homo sapiens	Sp8 transcription factor
ENSG00000175745	NM_005654	Homo sapiens	nuclear receptor subfamily 2, group F, member 1
ENSG00000105821	NM_001129887	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 2
ENSG00000105821	NM_014377	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 2
ENSG00000185177	NM_033273	Homo sapiens	zinc finger protein 479; zinc finger protein 733
ENSG00000167377	NM_145911	Homo sapiens	zinc finger protein 23 (KOX 16)
ENSG00000179059	NM_174900	Homo sapiens	zinc finger protein 42 homolog (mouse)
ENSG00000144485	NM_001142853	Homo sapiens	hairy and enhancer of split 6 (Drosophila)
ENSG00000144485	NM_018645	Homo sapiens	hairy and enhancer of split 6 (Drosophila)
ENSG00000198482	NM_001039886	Homo sapiens	zinc finger protein 808
ENSG00000096401	NM_001253	Homo sapiens	CDC5 cell division cycle 5-like (S. pombe)
ENSG00000167766	NM_018300	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105550	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105552	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105551	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105554	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105553	Homo sapiens	zinc finger protein 83
ENSG00000167766	NM_001105549	Homo sapiens	zinc finger protein 83
ENSG00000143355	NM_001014434	Homo sapiens	LIM homeobox 9
ENSG00000143355	NM_020204	Homo sapiens	LIM homeobox 9
ENSG00000125850	NM_021220	Homo sapiens	ovo-like 2 (Drosophila)
ENSG00000119138	NM_001206	Homo sapiens	Kruppel-like factor 9
ENSG00000139800	NM_033132	Homo sapiens	Zic family member 5 (odd-paired homolog, Drosophila)
ENSG00000204103	NM_005461	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)
ENSG00000196345	XM_001717402	Homo sapiens	zinc finger protein 852; zinc finger protein 167
ENSG00000196345	NM_025169	Homo sapiens	zinc finger protein 852; zinc finger protein 167
ENSG00000196345	NM_018651	Homo sapiens	zinc finger protein 852; zinc finger protein 167
ENSG00000196345	XM_001717544	Homo sapiens	zinc finger protein 852; zinc finger protein 167
ENSG00000196345	XM_001725070	Homo sapiens	zinc finger protein 852; zinc finger protein 167
ENSG00000138738	NM_018699	Homo sapiens	PR domain containing 5
ENSG00000109851	NM_001029865	Homo sapiens	developing brain homeobox 1
ENSG00000087903	NM_134433	Homo sapiens	regulatory factor X, 2 (influences HLA class II expression)
ENSG00000087903	NM_000635	Homo sapiens	regulatory factor X, 2 (influences HLA class II expression)
ENSG00000164683	NM_012258	Homo sapiens	hairy/enhancer-of-split related with YRPW motif 1
ENSG00000164683	NM_001040708	Homo sapiens	hairy/enhancer-of-split related with YRPW motif 1
ENSG00000119919	NM_145285	Homo sapiens	NK2 transcription factor related, locus 3 (Drosophila)
ENSG00000196110	NM_198535	Homo sapiens	zinc finger protein 699
ENSG00000206366	NM_181842	Homo sapiens	zinc finger and BTB domain containing 12
ENSG00000167384	NM_013256	Homo sapiens	zinc finger protein 180
ENSG00000105856	NM_012257	Homo sapiens	HMG-box transcription factor 1
ENSG00000167383	NM_014518	Homo sapiens	zinc finger protein 229
ENSG00000198455	NM_007157	Homo sapiens	zinc finger, X-linked, duplicated B
ENSG00000119508	NM_173199	Homo sapiens	nuclear receptor subfamily 4, group A, member 3
ENSG00000119508	NM_173200	Homo sapiens	nuclear receptor subfamily 4, group A, member 3
ENSG00000119508	NM_006981	Homo sapiens	nuclear receptor subfamily 4, group A, member 3
ENSG00000119508	NM_173198	Homo sapiens	nuclear receptor subfamily 4, group A, member 3
ENSG00000177045	NM_175875	Homo sapiens	SIX homeobox 5
ENSG00000082641	NM_003204	Homo sapiens	nuclear factor (erythroid-derived 2)-like 1
ENSG00000198453	NM_198539	Homo sapiens	zinc finger protein 568
ENSG00000167380	NM_001146220	Homo sapiens	zinc finger protein 226
ENSG00000167380	NM_001032374	Homo sapiens	zinc finger protein 226
ENSG00000167380	NM_015919	Homo sapiens	zinc finger protein 226
ENSG00000167380	NM_001032373	Homo sapiens	zinc finger protein 226
ENSG00000167380	NM_001032372	Homo sapiens	zinc finger protein 226
ENSG00000130544	NM_001044388	Homo sapiens	zinc finger protein 557
ENSG00000130544	NM_001044387	Homo sapiens	zinc finger protein 557
ENSG00000130544	NM_024341	Homo sapiens	zinc finger protein 557
ENSG00000156802	NM_014109	Homo sapiens	ATPase family, AAA domain containing 2
ENSG00000125820	NM_002509	Homo sapiens	NK2 homeobox 2
ENSG00000165684	NM_003086	Homo sapiens	small nuclear RNA activating complex, polypeptide 4, 190kDa
ENSG00000112041	NM_003322	Homo sapiens	tubby like protein 1
ENSG00000128272	NM_001675	Homo sapiens	activating transcription factor 4 (tax-responsive enhancer element B67); activating transcription factor 4C
ENSG00000128272	NM_182810	Homo sapiens	activating transcription factor 4 (tax-responsive enhancer element B67); activating transcription factor 4C
ENSG00000112246	NM_005068	Homo sapiens	single-minded homolog 1 (Drosophila)
ENSG00000112242	NM_001949	Homo sapiens	E2F transcription factor 3
ENSG00000144852	NM_022002	Homo sapiens	nuclear receptor subfamily 1, group I, member 2
ENSG00000144852	NM_003889	Homo sapiens	nuclear receptor subfamily 1, group I, member 2
ENSG00000144852	NM_033013	Homo sapiens	nuclear receptor subfamily 1, group I, member 2
ENSG00000090447	NM_003223	Homo sapiens	transcription factor AP-4 (activating enhancer binding protein 4)
ENSG00000112033	NM_001171818	Homo sapiens	peroxisome proliferator-activated receptor delta
ENSG00000112033	NM_001171819	Homo sapiens	peroxisome proliferator-activated receptor delta
ENSG00000112033	NM_177435	Homo sapiens	peroxisome proliferator-activated receptor delta
ENSG00000112033	NM_001171820	Homo sapiens	peroxisome proliferator-activated receptor delta
ENSG00000112033	NM_006238	Homo sapiens	peroxisome proliferator-activated receptor delta
ENSG00000220201	NM_001103167	Homo sapiens	GATA like protein-1
ENSG00000185155	NM_031944	Homo sapiens	Mix1 homeobox-like 1 (Xenopus laevis)
ENSG00000119715	NM_004452	Homo sapiens	estrogen-related receptor beta
ENSG00000067646	NM_001145275	Homo sapiens	zinc finger protein, Y-linked
ENSG00000067646	NM_003411	Homo sapiens	zinc finger protein, Y-linked
ENSG00000067646	NM_001145276	Homo sapiens	zinc finger protein, Y-linked
ENSG00000137492	NM_004705	Homo sapiens	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
ENSG00000167395	NM_014699	Homo sapiens	zinc finger protein 646
ENSG00000170325	NM_199439	Homo sapiens	PR domain containing 10
ENSG00000170325	NM_199438	Homo sapiens	PR domain containing 10
ENSG00000170325	NM_199437	Homo sapiens	PR domain containing 10
ENSG00000170325	NM_020228	Homo sapiens	PR domain containing 10
ENSG00000198464	NM_144684	Homo sapiens	zinc finger protein 480
ENSG00000186814	NM_001112734	Homo sapiens	zinc finger protein 397 opposite strand
ENSG00000186814	NM_001166012	Homo sapiens	zinc finger protein 397 opposite strand
ENSG00000167394	NM_024706	Homo sapiens	zinc finger protein 668
ENSG00000198466	NM_032828	Homo sapiens	zinc finger protein 587
ENSG00000198466	XM_002347984	Homo sapiens	zinc finger protein 587
ENSG00000198466	XM_002343662	Homo sapiens	zinc finger protein 587
ENSG00000186812	NM_032347	Homo sapiens	zinc finger protein 397
ENSG00000186812	NM_001135178	Homo sapiens	zinc finger protein 397
ENSG00000140009	NM_001437	Homo sapiens	estrogen receptor 2 (ER beta)
ENSG00000140009	NM_001040276	Homo sapiens	estrogen receptor 2 (ER beta)
ENSG00000140009	NM_001040275	Homo sapiens	estrogen receptor 2 (ER beta)
ENSG00000101493	NM_014643	Homo sapiens	zinc finger protein 516
ENSG00000112238	NM_021620	Homo sapiens	PR domain containing 13
ENSG00000159216	NM_001122607	Homo sapiens	runt-related transcription factor 1
ENSG00000159216	NM_001001890	Homo sapiens	runt-related transcription factor 1
ENSG00000159216	NM_001754	Homo sapiens	runt-related transcription factor 1
ENSG00000167785	NM_144693	Homo sapiens	zinc finger protein 558
ENSG00000196323	NM_014155	Homo sapiens	zinc finger and BTB domain containing 44
ENSG00000100105	NM_032051	Homo sapiens	POZ (BTB) and AT hook containing zinc finger 1
ENSG00000100105	NM_032050	Homo sapiens	POZ (BTB) and AT hook containing zinc finger 1
ENSG00000100105	NM_014323	Homo sapiens	POZ (BTB) and AT hook containing zinc finger 1
ENSG00000100105	NM_032052	Homo sapiens	POZ (BTB) and AT hook containing zinc finger 1
ENSG00000138795	NM_001166119	Homo sapiens	lymphoid enhancer-binding factor 1
ENSG00000138795	NM_001130713	Homo sapiens	lymphoid enhancer-binding factor 1
ENSG00000138795	NM_001130714	Homo sapiens	lymphoid enhancer-binding factor 1
ENSG00000138795	NM_016269	Homo sapiens	lymphoid enhancer-binding factor 1
ENSG00000091831	NM_001122740	Homo sapiens	estrogen receptor 1
ENSG00000091831	NM_001122741	Homo sapiens	estrogen receptor 1
ENSG00000091831	NM_001122742	Homo sapiens	estrogen receptor 1
ENSG00000091831	NM_000125	Homo sapiens	estrogen receptor 1
ENSG00000081189	NM_001131005	Homo sapiens	myocyte enhancer factor 2C
ENSG00000081189	NM_002397	Homo sapiens	myocyte enhancer factor 2C
ENSG00000140968	NM_002163	Homo sapiens	interferon regulatory factor 8
ENSG00000203989	NM_001099685	Homo sapiens	Rhox homeobox family, member 2B
ENSG00000121864	NM_016331	Homo sapiens	zinc finger protein 639
ENSG00000089116	NM_022363	Homo sapiens	LIM homeobox 5
ENSG00000183850	XM_001719792	Homo sapiens	zinc finger protein 730
ENSG00000183850	XM_001715065	Homo sapiens	zinc finger protein 730
ENSG00000183850	XM_001718960	Homo sapiens	zinc finger protein 730
ENSG00000090661	NM_024552	Homo sapiens	LAG1 homolog, ceramide synthase 4
ENSG00000177732	NM_006943	Homo sapiens	SRY (sex determining region Y)-box 12
ENSG00000126746	NM_001135734	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_001039920	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_001039918	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_133476	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_001039917	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_001039916	Homo sapiens	zinc finger protein 384
ENSG00000126746	NM_001039919	Homo sapiens	zinc finger protein 384
ENSG00000174652	NM_198058	Homo sapiens	zinc finger protein 266
ENSG00000174652	NM_006631	Homo sapiens	zinc finger protein 266
ENSG00000196378	NM_030580	Homo sapiens	zinc finger protein 34
ENSG00000177932	NM_014594	Homo sapiens	zinc finger protein 354C
ENSG00000197619	NM_198480	Homo sapiens	zinc finger protein 615
ENSG00000078399	NM_152739	Homo sapiens	homeobox A9
ENSG00000215397	NM_033129	Homo sapiens	scratch homolog 2, zinc finger protein (Drosophila)
ENSG00000130522	NM_005354	Homo sapiens	jun D proto-oncogene
ENSG00000137265	NM_002460	Homo sapiens	interferon regulatory factor 4
ENSG00000101115	NM_020436	Homo sapiens	sal-like 4 (Drosophila)
ENSG00000063438	NM_013232	Homo sapiens	aryl-hydrocarbon receptor repressor; programmed cell death 6
ENSG00000063438	NM_020731	Homo sapiens	aryl-hydrocarbon receptor repressor; programmed cell death 6
ENSG00000099326	NM_198055	Homo sapiens	myeloid zinc finger 1
ENSG00000099326	NM_003422	Homo sapiens	myeloid zinc finger 1
ENSG00000177030	NM_021008	Homo sapiens	deformed epidermal autoregulatory factor 1 (Drosophila)
ENSG00000105866	NM_003112	Homo sapiens	Sp4 transcription factor
ENSG00000167528	NM_152320	Homo sapiens	zinc finger protein 641
ENSG00000175787	NM_194320	Homo sapiens	zinc finger protein 169
ENSG00000176472	NM_174945	Homo sapiens	zinc finger protein 575
ENSG00000183072	NM_004387	Homo sapiens	NK2 transcription factor related, locus 5 (Drosophila)
ENSG00000183072	NM_001166175	Homo sapiens	NK2 transcription factor related, locus 5 (Drosophila)
ENSG00000183072	NM_001166176	Homo sapiens	NK2 transcription factor related, locus 5 (Drosophila)
ENSG00000196109	NM_001001411	Homo sapiens	zinc finger protein 676
ENSG00000186446	NM_145044	Homo sapiens	zinc finger protein 501
ENSG00000125618	NM_013992	Homo sapiens	paired box 8
ENSG00000125618	NM_013953	Homo sapiens	paired box 8
ENSG00000125618	NM_003466	Homo sapiens	paired box 8
ENSG00000125618	NM_013952	Homo sapiens	paired box 8
ENSG00000125618	NM_013951	Homo sapiens	paired box 8
ENSG00000160224	NM_000383	Homo sapiens	autoimmune regulator
ENSG00000160224	NM_000658	Homo sapiens	autoimmune regulator
ENSG00000176083	NM_001114759	Homo sapiens	zinc finger protein 683
ENSG00000176083	NM_173574	Homo sapiens	zinc finger protein 683
ENSG00000066336	NM_001080547	Homo sapiens	spleen focus forming virus (SFFV) proviral integration oncogene spi1
ENSG00000066336	NM_003120	Homo sapiens	spleen focus forming virus (SFFV) proviral integration oncogene spi1
ENSG00000073861	NM_013351	Homo sapiens	T-box 21
ENSG00000186448	NM_001024855	Homo sapiens	zinc finger protein 197
ENSG00000186448	NM_006991	Homo sapiens	zinc finger protein 197
ENSG00000139083	NM_001987	Homo sapiens	ets variant 6
ENSG00000140987	NM_017810	Homo sapiens	zinc finger protein 434
ENSG00000127152	NM_022898	Homo sapiens	B-cell CLL/lymphoma 11B (zinc finger protein)
ENSG00000127152	NM_138576	Homo sapiens	B-cell CLL/lymphoma 11B (zinc finger protein)
ENSG00000176678	NM_005250	Homo sapiens	forkhead box L1
ENSG00000106331	NM_006193	Homo sapiens	paired box 4
ENSG00000176679	NM_139214	Homo sapiens	TGFB-induced factor homeobox 2-like, Y-linked
ENSG00000196387	NM_003440	Homo sapiens	zinc finger protein 140
ENSG00000137270	NM_003643	Homo sapiens	glial cells missing homolog 1 (Drosophila)
ENSG00000206315	NM_002586	Homo sapiens	pre-B-cell leukemia homeobox 2
ENSG00000137273	NM_001452	Homo sapiens	forkhead box F2
ENSG00000196381	NM_152605	Homo sapiens	zinc finger protein 781
ENSG00000111145	NM_005230	Homo sapiens	ELK3, ETS-domain protein (SRF accessory protein 2)
ENSG00000007372	NM_001604	Homo sapiens	paired box 6
ENSG00000007372	NM_001127612	Homo sapiens	paired box 6
ENSG00000007372	NM_000280	Homo sapiens	paired box 6
ENSG00000151514	NM_171999	Homo sapiens	sal-like 3 (Drosophila)
ENSG00000123095	NM_030762	Homo sapiens	basic helix-loop-helix family, member e41
ENSG00000167555	NM_032423	Homo sapiens	zinc finger protein 534; zinc finger protein 528
ENSG00000167555	NM_001143938	Homo sapiens	zinc finger protein 534; zinc finger protein 528
ENSG00000167555	NM_001143939	Homo sapiens	zinc finger protein 534; zinc finger protein 528
ENSG00000127124	NM_024503	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 3
ENSG00000127124	NM_001127714	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 3
ENSG00000204335	NM_001003845	Homo sapiens	Sp5 transcription factor
ENSG00000167554	NM_001161427	Homo sapiens	zinc finger protein 610
ENSG00000167554	NM_001161425	Homo sapiens	zinc finger protein 610
ENSG00000167554	NM_001161426	Homo sapiens	zinc finger protein 610
ENSG00000167554	NM_173530	Homo sapiens	zinc finger protein 610
ENSG00000118620	NM_025189	Homo sapiens	zinc finger protein 430
ENSG00000187140	NM_012183	Homo sapiens	forkhead box D3
ENSG00000131196	NM_172388	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
ENSG00000131196	NM_172387	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
ENSG00000131196	NM_172389	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
ENSG00000131196	NM_006162	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
ENSG00000131196	NM_172390	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
ENSG00000160229	NM_052852	Homo sapiens	zinc finger protein 486
ENSG00000131788	NM_006099	Homo sapiens	protein inhibitor of activated STAT, 3
ENSG00000196357	NM_001042474	Homo sapiens	zinc finger protein 565
ENSG00000196357	NM_152477	Homo sapiens	zinc finger protein 565
ENSG00000176293	NM_003436	Homo sapiens	zinc finger protein 135
ENSG00000176293	NM_001164529	Homo sapiens	zinc finger protein 135
ENSG00000176293	NM_007134	Homo sapiens	zinc finger protein 135
ENSG00000176293	NM_001164527	Homo sapiens	zinc finger protein 135
ENSG00000176293	NM_001164530	Homo sapiens	zinc finger protein 135
ENSG00000064489	NM_001145785	Homo sapiens	LOC729991-MEF2B readthrough transcript; myocyte enhancer factor 2B
ENSG00000064489	NM_005919	Homo sapiens	LOC729991-MEF2B readthrough transcript; myocyte enhancer factor 2B
ENSG00000123636	NM_013450	Homo sapiens	bromodomain adjacent to zinc finger domain, 2B
ENSG00000113430	NM_016358	Homo sapiens	iroquois homeobox 4
ENSG00000215372	NM_001164457	Homo sapiens	zinc finger protein 705G-like
ENSG00000215372	XM_002347256	Homo sapiens	zinc finger protein 705G-like
ENSG00000215372	XM_001720517	Homo sapiens	zinc finger protein 705G-like
