From	To	Species	Gene Name
ENSMUSG00000020037	NM_001024918	Mus musculus	regulatory factor X, 4 (influences HLA class II expression)
ENSMUSG00000045493	NM_080641	Mus musculus	basic helix-loop-helix family, member e23
ENSMUSG00000048540	NM_178777	Mus musculus	nescient helix loop helix 2
ENSMUSG00000049672	NM_009547	Mus musculus	predicted gene 14457; predicted gene 14503; zinc finger protein 161; predicted gene 14509
ENSMUSG00000026572	NM_032005	Mus musculus	T-box 19
ENSMUSG00000000247	NM_010710	Mus musculus	LIM homeobox protein 2
ENSMUSG00000051176	NM_009556	Mus musculus	zinc finger protein 42
ENSMUSG00000028487	NM_172870	Mus musculus	basonuclin 2
ENSMUSG00000037335	NM_008213	Mus musculus	heart and neural crest derivatives expressed transcript 1
ENSMUSG00000009734	NM_175006	Mus musculus	POU domain, class 6, transcription factor 2
ENSMUSG00000009733	NM_033476	Mus musculus	transcription factor CP2
ENSMUSG00000017007	NM_009036	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like
ENSMUSG00000036281	NM_172339	Mus musculus	small nuclear RNA activating complex, polypeptide 4
ENSMUSG00000026976	NM_011040	Mus musculus	paired box gene 8
ENSMUSG00000009739	NM_010127	Mus musculus	POU domain, class 6, transcription factor 1
ENSMUSG00000014603	NM_007441	Mus musculus	aristaless-like homeobox 3
ENSMUSG00000026788	NM_027947	Mus musculus	zinc finger and BTB domain containing 43
ENSMUSG00000026788	NM_001025594	Mus musculus	zinc finger and BTB domain containing 43
ENSMUSG00000037730	NM_030557	Mus musculus	myoneurin
ENSMUSG00000021972	NM_177338	Mus musculus	homeobox containing 1
ENSMUSG00000067724	NM_015739	Mus musculus	gastrulation brain homeobox 1
ENSMUSG00000039521	NM_054039	Mus musculus	forkhead box P3
ENSMUSG00000027833	NM_013665	Mus musculus	short stature homeobox 2
ENSMUSG00000029844	NM_010449	Mus musculus	homeo box A1
ENSMUSG00000054967	NM_001168276	Mus musculus	zinc finger protein 647
ENSMUSG00000054967	NM_172817	Mus musculus	zinc finger protein 647
ENSMUSG00000056552	NM_001038651	Mus musculus	RIKEN cDNA E130120F12 gene
ENSMUSG00000056552	XM_001471556	Mus musculus	RIKEN cDNA E130120F12 gene
ENSMUSG00000026586	NM_011127	Mus musculus	paired related homeobox 1
ENSMUSG00000026586	NM_175686	Mus musculus	paired related homeobox 1
ENSMUSG00000026586	NM_001025570	Mus musculus	paired related homeobox 1
ENSMUSG00000030507	NM_001005232	Mus musculus	developing brain homeobox 1
ENSMUSG00000000435	NM_008656	Mus musculus	myogenic factor 5
ENSMUSG00000055197	NM_153111	Mus musculus	FEV (ETS oncogene family)
ENSMUSG00000059839	NM_001076791	Mus musculus	RIKEN cDNA 9630025I21 gene
ENSMUSG00000019230	NM_010714	Mus musculus	LIM homeobox protein 9
ENSMUSG00000019230	NM_001042577	Mus musculus	LIM homeobox protein 9
ENSMUSG00000019230	NM_001025565	Mus musculus	LIM homeobox protein 9
ENSMUSG00000020052	NM_008553	Mus musculus	achaete-scute complex homolog 1 (Drosophila)
ENSMUSG00000017801	NM_011550	Mus musculus	MAX-like protein X
ENSMUSG00000017801	NM_001159385	Mus musculus	MAX-like protein X
ENSMUSG00000017801	NM_001159384	Mus musculus	MAX-like protein X
ENSMUSG00000048118	NM_001081195	Mus musculus	AT rich interactive domain 4A (RBP1-like)
ENSMUSG00000025902	NM_011441	Mus musculus	SRY-box containing gene 17
ENSMUSG00000048528	NM_009123	Mus musculus	NK1 transcription factor related, locus 2 (Drosophila)
ENSMUSG00000009741	NM_013699	Mus musculus	upstream binding protein 1
ENSMUSG00000009741	NM_001083319	Mus musculus	upstream binding protein 1
ENSMUSG00000020453	NM_019574	Mus musculus	POZ (BTB) and AT hook containing zinc finger 1
ENSMUSG00000034227	NM_008240	Mus musculus	forkhead box J1
ENSMUSG00000019947	XM_001473421	Mus musculus	similar to modulator recognition factor 2; AT rich interactive domain 5B (MRF1-like)
ENSMUSG00000019947	NM_023598	Mus musculus	similar to modulator recognition factor 2; AT rich interactive domain 5B (MRF1-like)
ENSMUSG00000001103	NM_008759	Mus musculus	SEBOX homeobox
ENSMUSG00000023892	XM_001471638	Mus musculus	hypothetical protein LOC100044272; zinc finger protein 51
ENSMUSG00000023892	NM_009558	Mus musculus	hypothetical protein LOC100044272; zinc finger protein 51
ENSMUSG00000063889	NM_001110851	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110850	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110853	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110852	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110855	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110854	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110857	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110856	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110859	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_001110858	Mus musculus	cAMP responsive element modulator
ENSMUSG00000063889	NM_013498	Mus musculus	cAMP responsive element modulator
ENSMUSG00000050064	NM_172863	Mus musculus	zinc finger protein 697
ENSMUSG00000046873	NM_001098723	Mus musculus	membrane-bound transcription factor peptidase, site 2; similar to zinc finger, X-linked, duplicated B; Yy2 transcription factor
ENSMUSG00000046873	NM_178266	Mus musculus	membrane-bound transcription factor peptidase, site 2; similar to zinc finger, X-linked, duplicated B; Yy2 transcription factor
ENSMUSG00000046873	NM_172307	Mus musculus	membrane-bound transcription factor peptidase, site 2; similar to zinc finger, X-linked, duplicated B; Yy2 transcription factor
ENSMUSG00000046873	XM_001476633	Mus musculus	membrane-bound transcription factor peptidase, site 2; similar to zinc finger, X-linked, duplicated B; Yy2 transcription factor
ENSMUSG00000055835	NM_001037665	Mus musculus	zinc finger protein 1
ENSMUSG00000055835	NM_011742	Mus musculus	zinc finger protein 1
ENSMUSG00000040610	NM_019916	Mus musculus	T-cell leukemia, homeobox 3
ENSMUSG00000059824	NM_016974	Mus musculus	D site albumin promoter binding protein
ENSMUSG00000073197	NM_001033157	Mus musculus	RIKEN cDNA 5730507C01 gene; predicted gene 9590
ENSMUSG00000073197	XM_001478468	Mus musculus	RIKEN cDNA 5730507C01 gene; predicted gene 9590
ENSMUSG00000025912	NM_008651	Mus musculus	myeloblastosis oncogene-like 1
ENSMUSG00000030103	NM_011498	Mus musculus	basic helix-loop-helix family, member e40
ENSMUSG00000023882	XM_001471671	Mus musculus	hypothetical protein LOC100044271; zinc finger protein 54
ENSMUSG00000023882	NM_011760	Mus musculus	hypothetical protein LOC100044271; zinc finger protein 54
ENSMUSG00000006642	NM_053085	Mus musculus	transcription factor 23
ENSMUSG00000004500	NM_178732	Mus musculus	zinc finger protein 324
ENSMUSG00000063894	NM_139141	Mus musculus	zinc finger protein 192
ENSMUSG00000051184	NM_025324	Mus musculus	zinc finger protein 524
ENSMUSG00000036461	NM_007920	Mus musculus	E74-like factor 1
ENSMUSG00000038692	NM_010459	Mus musculus	homeo box B4
ENSMUSG00000010476	NM_001113414	Mus musculus	early B-cell factor 3
ENSMUSG00000010476	NM_001113415	Mus musculus	early B-cell factor 3
ENSMUSG00000010476	NM_010096	Mus musculus	early B-cell factor 3
ENSMUSG00000001517	NM_027697	Mus musculus	forkhead box M1; RIKEN cDNA 4933413G19 gene
ENSMUSG00000001517	NM_008021	Mus musculus	forkhead box M1; RIKEN cDNA 4933413G19 gene
ENSMUSG00000026398	NM_030676	Mus musculus	nuclear receptor subfamily 5, group A, member 2
ENSMUSG00000026398	NM_001159769	Mus musculus	nuclear receptor subfamily 5, group A, member 2
ENSMUSG00000063383	NM_177596	Mus musculus	predicted gene 4769; hypothetical protein LOC100044278
ENSMUSG00000063383	XM_001471877	Mus musculus	predicted gene 4769; hypothetical protein LOC100044278
ENSMUSG00000072678	XM_001472528	Mus musculus	predicted gene 2135; predicted gene 2104; cytoplasmic polyadenylated homeobox
ENSMUSG00000072678	XM_001472694	Mus musculus	predicted gene 2135; predicted gene 2104; cytoplasmic polyadenylated homeobox
ENSMUSG00000072678	NM_175342	Mus musculus	predicted gene 2135; predicted gene 2104; cytoplasmic polyadenylated homeobox
ENSMUSG00000072672	XM_001472720	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000072672	XM_001472554	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000072672	NM_183389	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000072889	NM_133921	Mus musculus	nuclear transcription factor, X-box binding-like 1
ENSMUSG00000038418	NM_007913	Mus musculus	early growth response 1
ENSMUSG00000021510	NM_183146	Mus musculus	RIKEN cDNA A530054K11 gene
ENSMUSG00000072675	XM_001472720	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000072675	XM_001472554	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000072675	NM_183389	Mus musculus	predicted gene 10394; predicted gene 10391; double homeobox B-like
ENSMUSG00000038415	NM_008239	Mus musculus	forkhead box Q1
ENSMUSG00000021514	NM_178364	Mus musculus	zinc finger protein 369
ENSMUSG00000061911	NM_008666	Mus musculus	myelin transcription factor 1-like
ENSMUSG00000061911	NM_001093776	Mus musculus	myelin transcription factor 1-like
ENSMUSG00000061911	NM_001093775	Mus musculus	myelin transcription factor 1-like
ENSMUSG00000061911	NM_001093778	Mus musculus	myelin transcription factor 1-like
ENSMUSG00000061911	XM_001480703	Mus musculus	myelin transcription factor 1-like
ENSMUSG00000079575	NM_001080927	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region
ENSMUSG00000079575	NM_001080928	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region
ENSMUSG00000079575	NM_009035	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region
ENSMUSG00000028707	NM_130865	Mus musculus	diencephalon/mesencephalon homeobox 1
ENSMUSG00000028707	NM_001025567	Mus musculus	diencephalon/mesencephalon homeobox 1
ENSMUSG00000066798	NM_146253	Mus musculus	RIKEN cDNA A930039A15 gene; zinc finger and BTB domain containing 6
ENSMUSG00000029587	NM_177681	Mus musculus	zinc finger protein 12
ENSMUSG00000028901	NM_001122992	Mus musculus	glucocorticoid modulatory element binding protein 1
ENSMUSG00000028901	NM_020273	Mus musculus	glucocorticoid modulatory element binding protein 1
ENSMUSG00000022952	NM_001111021	Mus musculus	runt related transcription factor 1
ENSMUSG00000022952	NM_001111022	Mus musculus	runt related transcription factor 1
ENSMUSG00000022952	NM_001111023	Mus musculus	runt related transcription factor 1
ENSMUSG00000022952	NM_009821	Mus musculus	runt related transcription factor 1
ENSMUSG00000035951	NM_020051	Mus musculus	achaete-scute complex homolog 3 (Drosophila)
ENSMUSG00000078503	XM_899253	Mus musculus	predicted gene 13225
ENSMUSG00000059475	NM_146221	Mus musculus	zinc finger protein 426
ENSMUSG00000059475	NM_001110309	Mus musculus	zinc finger protein 426
ENSMUSG00000078502	XM_001476821	Mus musculus	similar to novel KRAB box containing protein; predicted gene 13157; similar to crooked legs CG14938-PB
ENSMUSG00000078502	XM_001477811	Mus musculus	similar to novel KRAB box containing protein; predicted gene 13157; similar to crooked legs CG14938-PB
ENSMUSG00000078502	XM_001481216	Mus musculus	similar to novel KRAB box containing protein; predicted gene 13157; similar to crooked legs CG14938-PB
ENSMUSG00000078502	NM_001127189	Mus musculus	similar to novel KRAB box containing protein; predicted gene 13157; similar to crooked legs CG14938-PB
ENSMUSG00000001510	NM_010055	Mus musculus	distal-less homeobox 3
ENSMUSG00000001504	XM_001474072	Mus musculus	similar to iroquois-class homeobox protein IRX2; Iroquois related homeobox 2 (Drosophila)
ENSMUSG00000001504	NM_010574	Mus musculus	similar to iroquois-class homeobox protein IRX2; Iroquois related homeobox 2 (Drosophila)
ENSMUSG00000035946	NM_133256	Mus musculus	GS homeobox 2
ENSMUSG00000013089	NM_023794	Mus musculus	ets variant gene 5
ENSMUSG00000059878	NM_026057	Mus musculus	zinc finger protein 422
ENSMUSG00000035011	NM_010731	Mus musculus	zinc finger and BTB domain containing 7a
ENSMUSG00000001911	NM_001081981	Mus musculus	nuclear factor I/X
ENSMUSG00000001911	NM_001081982	Mus musculus	nuclear factor I/X
ENSMUSG00000001911	NM_010906	Mus musculus	nuclear factor I/X
ENSMUSG00000037279	NM_152947	Mus musculus	ovo-like 2 (Drosophila)
ENSMUSG00000037279	NM_026924	Mus musculus	ovo-like 2 (Drosophila)
ENSMUSG00000056383	NM_183167	Mus musculus	expressed sequence AI987944
ENSMUSG00000021506	NM_011097	Mus musculus	paired-like homeodomain transcription factor 1
ENSMUSG00000029595	NM_008499	Mus musculus	LIM homeobox protein 5
ENSMUSG00000058331	NM_001001130	Mus musculus	zinc finger protein 85, related sequence 1
ENSMUSG00000058900	NM_001013769	Mus musculus	regulator of sex limited protein 1
ENSMUSG00000052837	NM_008416	Mus musculus	Jun-B oncogene
ENSMUSG00000046470	NM_009236	Mus musculus	SRY-box containing gene 18
ENSMUSG00000058906	NM_153096	Mus musculus	zinc finger protein 353
ENSMUSG00000079560	NM_010452	Mus musculus	homeo box A3
ENSMUSG00000034429	NM_001081065	Mus musculus	zinc finger protein 707
ENSMUSG00000037935	XM_620647	Mus musculus	similar to SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 1815; predicted gene 8494; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 4811
ENSMUSG00000037935	NM_020618	Mus musculus	similar to SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 1815; predicted gene 8494; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 4811
ENSMUSG00000037935	XM_906748	Mus musculus	similar to SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 1815; predicted gene 8494; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1; predicted gene 4811
ENSMUSG00000045680	NM_011545	Mus musculus	transcription factor 21
ENSMUSG00000029765	NM_175750	Mus musculus	plexin A4
ENSMUSG00000042320	NM_175198	Mus musculus	prospero homeobox 2
ENSMUSG00000059842	NM_199304	Mus musculus	zinc finger protein 341
ENSMUSG00000055116	NM_007489	Mus musculus	aryl hydrocarbon receptor nuclear translocator-like
ENSMUSG00000056592	NM_001008549	Mus musculus	cDNA sequence BC043301
ENSMUSG00000066772	XM_986100	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	NM_145707	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_900102	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_986171	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_986137	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_983494	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_986068	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000066772	XM_620426	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000034800	NM_028141	Mus musculus	zinc finger protein 661
ENSMUSG00000034800	NM_001111029	Mus musculus	zinc finger protein 661
ENSMUSG00000035934	NM_148950	Mus musculus	Pbx/knotted 1 homeobox 2
ENSMUSG00000035934	NM_001029838	Mus musculus	Pbx/knotted 1 homeobox 2
ENSMUSG00000038679	XM_001471949	Mus musculus	trichorhinophalangeal syndrome I (human); similar to Trps1 protein
ENSMUSG00000038679	XM_001471991	Mus musculus	trichorhinophalangeal syndrome I (human); similar to Trps1 protein
ENSMUSG00000038679	NM_032000	Mus musculus	trichorhinophalangeal syndrome I (human); similar to Trps1 protein
ENSMUSG00000038679	XM_001472052	Mus musculus	trichorhinophalangeal syndrome I (human); similar to Trps1 protein
ENSMUSG00000038679	XM_001472028	Mus musculus	trichorhinophalangeal syndrome I (human); similar to Trps1 protein
ENSMUSG00000020248	NM_010914	Mus musculus	nuclear transcription factor-Y beta
ENSMUSG00000032897	NM_008692	Mus musculus	nuclear transcription factor-Y gamma
ENSMUSG00000032897	NM_001048168	Mus musculus	nuclear transcription factor-Y gamma
ENSMUSG00000029563	NM_212435	Mus musculus	forkhead box P2
ENSMUSG00000029563	NM_053242	Mus musculus	forkhead box P2
ENSMUSG00000027439	NM_028986	Mus musculus	GDNF-inducible zinc finger protein 1
ENSMUSG00000022383	NM_011144	Mus musculus	peroxisome proliferator activated receptor alpha
ENSMUSG00000022383	NM_001113418	Mus musculus	peroxisome proliferator activated receptor alpha
ENSMUSG00000022389	NM_153484	Mus musculus	thyrotroph embryonic factor
ENSMUSG00000022389	NM_017376	Mus musculus	thyrotroph embryonic factor
ENSMUSG00000060510	XM_001475072	Mus musculus	RIKEN cDNA 5730601F06 gene
ENSMUSG00000060510	XM_920572	Mus musculus	RIKEN cDNA 5730601F06 gene
ENSMUSG00000060510	NM_001135019	Mus musculus	RIKEN cDNA 5730601F06 gene
ENSMUSG00000060510	NM_001082485	Mus musculus	RIKEN cDNA 5730601F06 gene
ENSMUSG00000040321	NM_175466	Mus musculus	zinc finger protein 770
ENSMUSG00000027434	XM_001481082	Mus musculus	NK2 transcription factor related, locus 2 (Drosophila)
ENSMUSG00000027434	NM_010919	Mus musculus	NK2 transcription factor related, locus 2 (Drosophila)
ENSMUSG00000027434	NM_001077632	Mus musculus	NK2 transcription factor related, locus 2 (Drosophila)
ENSMUSG00000025369	NM_001114097	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSMUSG00000025369	NM_001114096	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSMUSG00000025369	NM_198160	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
ENSMUSG00000039095	NM_010134	Mus musculus	engrailed 2
ENSMUSG00000006587	NM_013914	Mus musculus	snail homolog 3 (Drosophila)
ENSMUSG00000035021	XM_915565	Mus musculus	similar to Bromodomain adjacent to zinc finger domain protein 1A (Cbp146); bromodomain adjacent to zinc finger domain 1A
ENSMUSG00000035021	NM_013815	Mus musculus	similar to Bromodomain adjacent to zinc finger domain protein 1A (Cbp146); bromodomain adjacent to zinc finger domain 1A
ENSMUSG00000035021	XM_885873	Mus musculus	similar to Bromodomain adjacent to zinc finger domain protein 1A (Cbp146); bromodomain adjacent to zinc finger domain 1A
ENSMUSG00000035021	XM_001480520	Mus musculus	similar to Bromodomain adjacent to zinc finger domain protein 1A (Cbp146); bromodomain adjacent to zinc finger domain 1A
ENSMUSG00000043456	NM_172385	Mus musculus	zinc finger protein 536
ENSMUSG00000042323	NM_001081251	Mus musculus	polybromo 1
ENSMUSG00000038805	NM_011381	Mus musculus	sine oculis-related homeobox 3 homolog (Drosophila)
ENSMUSG00000003154	NM_021899	Mus musculus	forkhead box J2
ENSMUSG00000068823	NM_144901	Mus musculus	predicted gene 5064; cold shock domain containing E1, RNA binding
ENSMUSG00000068823	NM_001161854	Mus musculus	predicted gene 5064; cold shock domain containing E1, RNA binding
ENSMUSG00000016087	NM_008026	Mus musculus	Friend leukemia integration 1
ENSMUSG00000075304	NM_022435	Mus musculus	trans-acting transcription factor 5
ENSMUSG00000073452	NM_011765	Mus musculus	zinc finger protein 97; cDNA sequence BC018101
ENSMUSG00000073452	NM_001163919	Mus musculus	zinc finger protein 97; cDNA sequence BC018101
ENSMUSG00000073452	NM_001005358	Mus musculus	zinc finger protein 97; cDNA sequence BC018101
ENSMUSG00000024238	NM_011546	Mus musculus	zinc finger E-box binding homeobox 1
ENSMUSG00000026497	NM_013729	Mus musculus	Mix1 homeobox-like 1 (Xenopus laevis)
ENSMUSG00000062519	NM_173034	Mus musculus	zinc finger protein 398
ENSMUSG00000062519	NM_027477	Mus musculus	zinc finger protein 398
ENSMUSG00000062518	NM_001127188	Mus musculus	predicted gene 13159
ENSMUSG00000026380	NM_023755	Mus musculus	transcription factor CP2-like 1
ENSMUSG00000053477	NM_013685	Mus musculus	transcription factor 4
ENSMUSG00000053477	NM_001083967	Mus musculus	transcription factor 4
ENSMUSG00000029771	NM_012057	Mus musculus	interferon regulatory factor 5
ENSMUSG00000009376	NM_008591	Mus musculus	met proto-oncogene
ENSMUSG00000035923	NM_008657	Mus musculus	myogenic factor 6
ENSMUSG00000055305	XM_894989	Mus musculus	zinc finger protein 93; predicted gene 11677
ENSMUSG00000055305	NM_009567	Mus musculus	zinc finger protein 93; predicted gene 11677
ENSMUSG00000055305	XM_908402	Mus musculus	zinc finger protein 93; predicted gene 11677
ENSMUSG00000011349	NM_027732	Mus musculus	doublesex and mab-3 related transcription factor like family C2
ENSMUSG00000038402	NM_010225	Mus musculus	forkhead box F2
ENSMUSG00000020232	NM_010440	Mus musculus	high mobility group 20 B
ENSMUSG00000020232	NM_001163166	Mus musculus	high mobility group 20 B
ENSMUSG00000020232	NM_001163165	Mus musculus	high mobility group 20 B
ENSMUSG00000046658	NM_017467	Mus musculus	zinc finger protein 316
ENSMUSG00000062794	NM_181419	Mus musculus	cDNA sequence BC050092
ENSMUSG00000035033	NM_009322	Mus musculus	T-box brain gene 1
ENSMUSG00000070990	NM_183298	Mus musculus	forkhead box E1
ENSMUSG00000040310	NM_007442	Mus musculus	aristaless-like homeobox 4
ENSMUSG00000055102	NM_028913	Mus musculus	zinc finger protein 819
ENSMUSG00000039699	NM_028967	Mus musculus	basic leucine zipper transcription factor, ATF-like 2
ENSMUSG00000028101	NM_018812	Mus musculus	similar to potassium channel regulatory protein KChAP; protein inhibitor of activated STAT 3
ENSMUSG00000028101	XM_001472067	Mus musculus	similar to potassium channel regulatory protein KChAP; protein inhibitor of activated STAT 3
ENSMUSG00000028101	NM_001165949	Mus musculus	similar to potassium channel regulatory protein KChAP; protein inhibitor of activated STAT 3
ENSMUSG00000028101	NM_146135	Mus musculus	similar to potassium channel regulatory protein KChAP; protein inhibitor of activated STAT 3
ENSMUSG00000039087	NM_026830	Mus musculus	ras responsive element binding protein 1
ENSMUSG00000039087	NM_001039188	Mus musculus	ras responsive element binding protein 1
ENSMUSG00000039087	NM_001013392	Mus musculus	ras responsive element binding protein 1
ENSMUSG00000033740	NM_173868	Mus musculus	suppression of tumorigenicity 18
ENSMUSG00000007805	NM_007855	Mus musculus	twist homolog 2 (Drosophila)
ENSMUSG00000069171	NM_010151	Mus musculus	nuclear receptor subfamily 2, group F, member 1
ENSMUSG00000072294	NM_010636	Mus musculus	Kruppel-like factor 12
ENSMUSG00000019878	NM_008297	Mus musculus	heat shock factor 2
ENSMUSG00000029546	NM_013702	Mus musculus	UNC homeobox
ENSMUSG00000032402	NM_016769	Mus musculus	MAD homolog 3 (Drosophila)
ENSMUSG00000018604	NM_011535	Mus musculus	T-box 3
ENSMUSG00000018604	XM_001477632	Mus musculus	T-box 3
ENSMUSG00000018604	NM_198052	Mus musculus	T-box 3
ENSMUSG00000041420	NM_008627	Mus musculus	similar to Myeloid ecotropic viral integration site-related gene 2; Meis homeobox 3
ENSMUSG00000041420	XM_001476755	Mus musculus	similar to Myeloid ecotropic viral integration site-related gene 2; Meis homeobox 3
ENSMUSG00000032405	NM_019663	Mus musculus	protein inhibitor of activated STAT 1
ENSMUSG00000069378	NM_001033281	Mus musculus	PR domain containing 6
ENSMUSG00000035041	NM_145365	Mus musculus	cAMP responsive element binding protein 3-like 3
ENSMUSG00000028940	NM_008236	Mus musculus	hairy and enhancer of split 2 (Drosophila)
ENSMUSG00000048897	NM_001146000	Mus musculus	zinc finger protein 710
ENSMUSG00000048897	NM_001145999	Mus musculus	zinc finger protein 710
ENSMUSG00000048897	NM_175433	Mus musculus	zinc finger protein 710
ENSMUSG00000062012	NM_011747	Mus musculus	zinc finger protein 13
ENSMUSG00000066551	XM_884320	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
ENSMUSG00000066551	NM_010439	Mus musculus	predicted gene 13121; predicted gene 3160; high-mobility group (nonhistone chromosomal) protein 1-like 1; predicted gene 6090; predicted gene 3851; predicted gene 8967; predicted gene 7782; predicted gene 4587; predicted gene 4689; predicted gene 3307; predicted gene 13932; predicted gene 15059; predicted gene 3565; predicted gene 15447; predicted gene 12587; predicted gene 9012; predicted gene 6115; predicted gene 9480; high mobility group box 1; predicted gene 8423; predicted gene 5853; predicted gene 8288; predicted gene 7888; predicted gene 8594; predicted gene 15387; predicted gene 5473; predicted gene 8807; similar to high mobility group box 1; similar to 2810416G20Rik protein; predicted gene 8390; predicted gene, OTTMUSG00000005439; predicted gene 5842; predicted gene 5527; predicted gene 8563; predicted gene 2710; predicted gene 12331; predicted gene 5937; predicted gene 5504; similar to high-mobility group box 1; predicted gene 10361; predicted gene 2607; predicted gene 7422; predicted gene 10075; predicted gene 12568; predicted gene 6589; predicted gene 4383; predicted gene 8031; similar to High mobility group protein 1 (HMG-1) (High mobility group protein B1) (Amphoterin) (Heparin-binding protein p30); predicted gene 7468; predicted gene 8554
